x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,INVERT_Daphnia magna:LC50:2:Mortality,16,2.35748544400385,-2.71630264249435,3.44201827358765,1.41074079480777,0.794370118475317
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Oncorhynchus mykiss:LC50:4:Mortality,16,2.39594715075643,-2.4785046969715,3.94725388111167,1.66291952954544,0.777067959084332
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,RAT_TEST_Rat:LD50:NA:Mortality,16,3.58019338753796,-1.40718554628044,7.60541648338993,6.56812546636042,0.331365568677185
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,INVERT_Daphnia magna:EC50:2:Intoxication,15,3.41341035714788,-4.15901144288357,3.65568077924132,3.08329140756807,0.822769295673736
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Lepomis macrochirus:LC50:4:Mortality,15,3.16606233381226,-2.96355410454153,4.29217916731859,3.15445143619262,0.72436089271199
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,INVERT_Daphnia magna:LC50:1:Mortality,13,2.44381607911942,-2.46597397591727,1.61409857405448,0.865682911213291,0.915072963363527
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Carassius auratus:LC50:4:Mortality,13,1.78736760777393,-1.09724280609468,1.99796232381483,0.644678348081247,0.844023102623416
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,RAT_EMPIRICAL_Rat:LD50:NA:Mortality,13,19.086049792285,-17.4180153250801,5.86557551169401,164.812428180489,0.343621689144337
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Pimephales promelas:LC50:4:Mortality,12,1.83261846867052,-1.4976655236998,2.16932314477911,0.787914517766515,0.771612909305475
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,ZF_EMBRYO2_Danio rerio:LC50:NA:Mortality,12,2.4558597694505,-1.77803945121618,3.48668219052163,2.04297703454318,0.759801780302588
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Cyprinus carpio:LC50:4:Mortality,11,2.8319312618781,-2.9589654710289,2.14120769778003,1.75575813021772,0.801970029166099
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Poecilia reticulata:LC50:4:Mortality,11,2.23404515250587,-2.50124329323174,1.77842262351607,0.968586798859413,0.784540511173605
NEMATODE_Caenorhabditis elegans:EC10:2:Growth,FISH_Danio rerio:LC50:4:Mortality,11,2.81953861874261,-2.22664442442711,2.58872100247578,2.1062300099065,0.772364717071834
