cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,source,endpoint
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,LC50,2,60.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Laminaria hyperborea,NA,A,NOEC,28,0.01,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,20.5,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Ictalurus punctatus,NA,A,LC50,4,23.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,AMPHIB,Bufo americanus,NA,A,LC50,4,10.7,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,AMPHIB,Rana pipiens,NA,A,LC50,4,14.5,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Chlamydomonas sp,NA,A,EC50,7,0.43,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella pyrenoidosa,NA,A,EC50,4,0.06,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Anacystis alpicola,NA,A,EC50,4,5.36,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Tolypothrix tenuis,NA,C,NOEC,7,1,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Dunaliella tertiolecta,NA,A,EC50,4,0.069,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,2,0.02,mg/L,EnviroTox DB,Growth
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,2,0.0784,mg/L,EnviroTox DB,Growth
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,1,0.0971,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlamydomonas moewusii,NA,A,IC50,7,5.59,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Chironomus riparius,NA,A,EC50,2,1,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia magna,NA,A,LC50,2,9.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Pimephales promelas,NA,C,NOEC,7,4.8,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Pimephales promelas,NA,C,NOEC,7,4.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Leuciscus idus melanotus,NA,A,LC50,2,33,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Paracerceis sculpta,NA,A,EC50,4,0.33,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.2,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Desmodesmus subspicatus,NA,A,EC50,5,0.021,mg/L,EnviroTox DB,Abundance: Number of individuals of a taxon per unit area equivalent to density. Comparison to controls; not related to time.
1912249,Atrazine,FISH,Rhamdia quelen,NA,A,LC50,4,10.2,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Chlorella vulgaris,NA,A,EC50,4,0.293,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.034,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,4,0.038,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Ankistrodesmus sp,NA,A,EC50,4,0.061,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Ulothrix subconstricta,NA,A,EC50,4,0.088,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Stigeoclonium tenue,NA,A,EC50,4,0.127,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,ALGAE,Anabaena cylindrica,NA,A,EC50,4,0.178,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,INVERT,Brachionus calyciflorus,NA,C,NOEC,7,0.08,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Brachionus calyciflorus,NA,C,NOEC,2,0.32,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Brachionus calyciflorus,NA,C,NOEC,2,1.28,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Brachionus calyciflorus,NA,A,LC50,1,39.2,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Pavlova sp,NA,C,NOEC,4,0.03,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Pavlova sp,NA,A,EC50,4,0.158,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Microcystis aeruginosa,NA,C,MATC,5,0.44,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella pyrenoidosa,NA,C,MATC,5,0.52,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEL,5,0.15,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,MATC,5,0.2,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Microcystis aeruginosa,NA,C,NOEL,5,0.3,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella pyrenoidosa,NA,C,NOEL,5,0.36,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Dunaliella tertiolecta,NA,C,NOEL,5,0.7,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Dunaliella tertiolecta,NA,C,MATC,5,1.1,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Gammarus fasciatus,NA,A,NOEC,4,0.49,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Salvelinus fontinalis,NA,C,NOEC,310,0.12,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Pimephales promelas,NA,A,LC50,4,15,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Salvelinus fontinalis,NA,A,LC50,4,4.9,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Chironomus tentans,NA,A,LC50,2,0.72,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Gammarus fasciatus,NA,A,LC50,4,5.7,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia magna,NA,A,LC50,2,6.9,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Salvelinus fontinalis,NA,A,LC50,4,6.3,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Nannochloropsis gaditana,NA,A,EC50,3,0.209,mg/L,EnviroTox DB,Population
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEL,11,0.0885,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEL,11,0.0985,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,2,12.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,24,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Lepomis macrochirus,NA,A,LC50,4,42,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Laminaria saccharina,NA,C,NOEC,2,0.0332,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,ALGAE,Laminaria saccharina,NA,C,MATC,2,0.0489,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,FISH,Carassius auratus,NA,A,LC50,4,106,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Cyprinus carpio,NA,A,LC50,4,18.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Cyprinus carpio,NA,A,LC50,2,41,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,21,0.0084,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,400,0.0084,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,12,0.0116,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,3,0.0116,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,9,0.0116,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,21,0.012,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,21,0.012,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,12,0.0146,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEC,9,0.0146,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Salmo salar,NA,C,NOEL,21,0.0843,mg/L,EnviroTox DB,Growth
1912249,Atrazine,ALGAE,Synechococcus leopoliensis,NA,A,EC50,5,0.13,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,0.2,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Microcystis aeruginosa,NA,A,EC50,6,0.63,mg/L,EnviroTox DB,Population
1912249,Atrazine,FISH,Channa punctata,NA,A,LC50,4,42.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC50,3,44.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC50,2,49.1,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC30,4,38.3,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC40,4,40.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC60,4,44.5,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Channa punctata,NA,A,LC70,4,46.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia magna,NA,C,NOEL,21,0.0992,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,30,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Eolimna minima,NA,A,EC50,4,2.51,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Eolimna minima,NA,C,EC05,4,1.44,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia magna,NA,C,NOEC,21,15,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia magna,NA,C,NOEC,21,5,mg/L,EnviroTox DB,Development
1912249,Atrazine,INVERT,Daphnia magna,NA,A,EC50,2,35.5,mg/L,EnviroTox DB,Intoxication
1912249,Atrazine,INVERT,Thamnocephalus platyurus,NA,A,LC50,1,36.7,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Gammarus italicus,NA,A,LC50,4,10.1,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Echinogammarus tibaldii,NA,A,LC50,4,3.3,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,1,0.0324,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEL,32,0.00438,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Pithophora oedogonia,NA,C,EC25,7,0.009,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Pithophora oedogonia,NA,A,EC50,7,0.02,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella sp,NA,A,IC50,6,0.703,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella sp,NA,A,IC50,6,0.867,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.025,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.0861,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.0899,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.0949,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC10,4,0.029,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.029,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC10,4,0.0309,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.034,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC10,4,0.0347,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC10,4,0.0385,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.04,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.041,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC25,4,0.0426,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC25,4,0.0455,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC10,4,0.0492,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC25,4,0.053,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC40,4,0.055,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC25,4,0.0559,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.0634,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC40,4,0.064,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,IC25,4,0.0644,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC40,4,0.0682,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC50,4,0.0764,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC40,4,0.0793,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,IC40,4,0.0797,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,0.475,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Ceriodaphnia dubia,NA,C,NOEC,8,1,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,EC50,2,22.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,EC50,2,23.1,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,EC50,2,24.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,EC50,2,25.3,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia carinata,NA,A,EC50,2,26.7,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Danio rerio,NA,C,NOEC,28,0.03,mg/L,EnviroTox DB,Growth
1912249,Atrazine,INVERT,Carcinus maenas,NA,A,LC50,4,10,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Cerastoderma edule,NA,A,LC50,4,100,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Crangon crangon,NA,A,LC50,2,18.16590213,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Chlorella sp,NA,A,EC50,4,0.092,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus sp,NA,A,EC50,4,0.169,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlamydomonas sp,NA,A,EC50,4,0.176,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.1182,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,INVERT,Ceriodaphnia sp,NA,C,NOEC,36,0.0064,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia pulex,NA,C,NOEC,36,0.0064,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,5e-4,mg/L,EnviroTox DB,Growth
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.01,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.15,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia sp,NA,C,NOEL,28,0.025,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia magna,NA,A,EC50,1,0.51,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Daphnia magna,NA,A,LC50,1,133,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia magna,NA,A,LC50,2,78,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,3,0.051,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,3,0.35,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Chlamydomonas reinhardtii,NA,C,NOEC,10,0.0034,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Desmodesmus subspicatus,NA,C,NOEC,3,0.022,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Desmodesmus subspicatus,NA,A,EC50,3,0.072,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,INVERT,Tetrahymena pyriformis,NA,C,NOEC,2,14.5,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,INVERT,Tetrahymena pyriformis,NA,A,EC50,2,74,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Chlorella fusca,NA,A,EC50,1,0.015,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,3,0.352,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia magna,NA,A,LC50,2,54,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,C,NOEC,110,2.6e-4,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,FISH,Poecilia reticulata,NA,C,NOEC,110,0.013,mg/L,EnviroTox DB,Development
1912249,Atrazine,FISH,Poecilia reticulata,NA,C,NOEC,110,0.013,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,C,NOEC,110,0.013,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,FISH,Carassius auratus,NA,C,NOEC,14,0.859,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,FISH,Carassius auratus,NA,C,NOEC,21,0.859,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,FISH,Carassius auratus,NA,C,NOEC,7,0.859,mg/L,EnviroTox DB,Reproduction
1912249,Atrazine,INVERT,Daphnia parvula,NA,C,NOEL,15,0.02,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Daphnia parvula,NA,C,NOEL,17,0.02,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,0.017,mg/L,EnviroTox DB,Population
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,26.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Cyprinus carpio,NA,A,LC50,4,50,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,A,LC50,4,71,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,23.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Rasbora heteromorpha,NA,A,LC50,4,55.2,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,2,26.4,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Cyprinus carpio,NA,A,LC50,2,50,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,A,LC50,2,71,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,2,23.8,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Rasbora heteromorpha,NA,A,LC50,2,55.2,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Monoraphidium pusillum,NA,A,IC50,6,0.00863,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Monoraphidium pusillum,NA,A,IC50,6,0.0345,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Monoraphidium pusillum,NA,A,IC50,6,8.45,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Monoraphidium pusillum,NA,A,IC50,6,0.112,mg/L,EnviroTox DB,Population
1912249,Atrazine,INVERT,Gammarus pulex,NA,A,LC50,4,14.9,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Pimephales promelas,NA,A,NOEL,30,0.0302,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Danio rerio,NA,A,LC50,4,271,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Pseudanabaena galeata,NA,C,NOEC,4,0.003,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,C,NOEC,4,0.003,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,C,NOEC,4,0.005,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,3,0.011,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Pseudanabaena galeata,NA,A,EC50,3,0.012,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Pseudanabaena galeata,NA,A,EC50,4,0.014,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,4,0.014,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,C,NOEC,4,0.063,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,A,EC50,3,67.7,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,A,EC50,4,74.5,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,C,NOEC,4,9.7,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,3,0.17,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Scenedesmus acutus,NA,A,EC50,4,0.19,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,A,EC50,3,0.78,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlorella saccharophila,NA,A,EC50,4,1.3,mg/L,EnviroTox DB,Population
1912249,Atrazine,ALGAE,Chlamydomonas reinhardtii,NA,C,NOEC,1,21.6,mg/L,EnviroTox DB,Population
1912249,Atrazine,FISH,Poecilia reticulata,NA,A,LC50,4,31.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,A,LC50,3,31.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Poecilia reticulata,NA,A,LC50,2,38.2,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.0697,mg/L,EnviroTox DB,Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.
1912249,Atrazine,FISH,Lepomis macrochirus,NA,A,LC50,4,69,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Cyprinodon variegatus,NA,C,NOEC,33,1.1,mg/L,EnviroTox DB,Growth
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,14.7,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Notropis atherinoides,NA,A,LC50,4,15.6,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Oncorhynchus mykiss,NA,A,LC50,4,5.3,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,FISH,Lepomis macrochirus,NA,A,LC50,4,54.5,mg/L,EnviroTox DB,Mortality
1912249,Atrazine,INVERT,Daphnia magna,NA,A,EC50,2,115,mg/L,EnviroTox DB,Intoxication
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.34,mg/L,EnviroTox DB,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.
1912249,Atrazine,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,0.05,mg/L,EnviroTox DB,Abundance: Number of individuals of a taxon per unit area equivalent to density. Comparison to controls; not related to time.
