cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,source,endpoint
16752775,Methomyl,ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,184,mg/L,EnviroTox DB,Population
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.85,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.884,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.916,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,1.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,2,1.21,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,1.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,2,2.96,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Tilapia nilotica,NA,A,LC50,4,1.07,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,4,1.07,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,4,2.11,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oryzias latipes,NA,A,LC50,2,0.87,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Misgurnus anguillicaudatus,NA,A,LC50,2,1.5,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Carassius auratus,NA,A,LC50,2,2.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,2,2.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,4,0.32,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.67,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Micropterus salmoides,NA,A,LC50,4,0.76,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.12,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salvelinus fontinalis,NA,A,LC50,4,1.22,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,EC50,4,1.6,mg/L,EnviroTox DB,Immobility
16752775,Methomyl,FISH,Oncorhynchus clarkii,NA,A,EC50,4,6.8,mg/L,EnviroTox DB,Immobility
16752775,Methomyl,INVERT,Skwala sp,NA,A,LC50,4,0.029,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Chironomus plumosus,NA,A,LC50,2,0.032,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Pteronarcella badia,NA,A,LC50,4,0.06,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,2,1.05,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Carassius auratus,NA,A,LC50,4,0.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.875,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.4,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Penaeus duorarum,NA,A,LC50,4,0.019,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Palaemonetes vulgaris,NA,A,LC50,4,0.049,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Neopanope texana,NA,A,LC50,4,0.41,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Uca pugilator,NA,A,LC50,4,2.38,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pseudorasbora parva,NA,A,LC50,4,0.425,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pseudorasbora parva,NA,A,LC50,3,0.538,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pseudorasbora parva,NA,A,LC50,2,0.782,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.48,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,4,0.53,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus salar,NA,A,LC50,4,0.56,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.86,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Micropterus salmoides,NA,A,LC50,4,1.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salvelinus fontinalis,NA,A,LC50,4,1.5,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,4,2.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus clarkii,NA,A,LC50,4,6.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Pteronarcella badia,NA,A,LC50,4,0.07,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Isogenus sp,NA,A,LC50,4,0.34,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,2,0.92,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,0.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.71,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.62,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,0.64,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Micropterus salmoides,NA,A,LC50,4,1.25,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.56,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,0.56,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.6,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,4,0.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.37,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.43,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,4,0.76,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.84,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.86,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,0.94,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,1.05,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.05,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.05,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,1.15,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.15,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.2,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.2,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.22,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.4,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salmo salar,NA,A,LC50,4,1.4,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.5,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,4,1.5,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.6,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,4,1.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,1.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,4,1.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Salvelinus fontinalis,NA,A,LC50,4,2.2,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,2.8,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,3.2,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,32,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.0076,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.0088,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,1,0.012,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,INVERT,Semisulcospira libertina,NA,A,LC50,2,12,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Physella acuta,NA,A,LC50,2,18,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Cipangopaludina malleata,NA,A,LC50,2,25,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Indoplanorbis exustus,NA,A,LC50,2,6.6,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Gammarus italicus,NA,A,LC50,4,0.047,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Echinogammarus tibaldii,NA,A,LC50,4,0.25,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.021,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.024,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0042,mg/L,EnviroTox DB,Growth
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,EC50,2,0.00471,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0063,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0063,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,EC50,2,0.00743,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,8e-4,mg/L,EnviroTox DB,Growth
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0013,mg/L,EnviroTox DB,Growth
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0013,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0017,mg/L,EnviroTox DB,Growth
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0017,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0019,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0019,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0024,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0024,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0025,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0025,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0028,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0037,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,21,0.0037,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0095,mg/L,EnviroTox DB,Growth
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0095,mg/L,EnviroTox DB,Population
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0095,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,EC50,2,0.00978,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0142,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.0242,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis mossambicus,NA,A,LC50,4,0.88,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Eurytemora affinis,NA,A,LC50,4,0.29,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Acartia tonsa,NA,A,LC50,4,0.41,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,4,0.72,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.005,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,A,LC50,2,0.0064,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,30,1,mg/L,EnviroTox DB,Growth
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,30,1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,5,2.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,21,0.0025,mg/L,EnviroTox DB,Reproduction
16752775,Methomyl,FISH,Poecilia reticulata,NA,A,LC50,2,0.04,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,1.88,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,28,0.057,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,1.75,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,2.15,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.38,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.4,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,4,2.6,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oncorhynchus clarkii,NA,A,LC50,4,4.05,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,4,7.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,2,0.0317,mg/L,EnviroTox DB,Intoxication
16752775,Methomyl,ALGAE,Raphidocelis subcapitata,NA,A,EC50,3,60,mg/L,EnviroTox DB,Population
16752775,Methomyl,FISH,Anguilla japonica,NA,A,LC50,4,1.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Anguilla japonica,NA,A,LC50,2,1.7,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Biomphalaria alexandrina,NA,A,EC50,4,1.1,mg/L,EnviroTox DB,Immobility
16752775,Methomyl,INVERT,Bulinus truncatus,NA,A,LC50,4,0.87,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Cyclops strenuus,NA,A,LC50,4,0.19,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,2,2.96,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,2,1.21,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,1,3.16,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,1,1.55,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,LC50,4,0.22,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Daphnia magna,NA,A,LC50,1,0.00983,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,INVERT,Gammarus pulex,NA,A,LC50,4,0.76,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Mugilidae,NA,A,LC50,4,0.75,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,1,1.3,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,4,4.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.916,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,1.1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.884,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,1,1.054,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,1,1,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,1,1.301,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,2,0.85,mg/L,EnviroTox DB,Mortality
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,4,2.11,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Gasterosteus aculeatus,NA,A,LC50,4,0.00124,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,2,0.43,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,4,0.35,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,3,0.38,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,ALGAE,Laminaria saccharina,NA,C,NOEL,14,5e-4,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,ALGAE,Laminaria saccharina,NA,C,NOEL,14,0.001,mg/L,EnviroTox DB,Growth
115093,Methylmercury chloride,ALGAE,Anabaena flos-aquae,NA,A,EC50,1,0.0028,mg/L,EnviroTox DB,Growth
115093,Methylmercury chloride,ALGAE,Anacystis nidulans,NA,A,EC50,1,0.005,mg/L,EnviroTox DB,Growth
115093,Methylmercury chloride,FISH,Fundulus heteroclitus,NA,A,LC50,4,0.19,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,4,0.34,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,3,0.42,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,2,0.54,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Palaemonetes pugio,NA,A,LC50,4,2.42,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Palaemon elegans,NA,A,LC50,4,0.031,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,5,0.044,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,6,0.02,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,7,0.026,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,6,0.029,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,5,0.033,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,5,0.04,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,4.5,0.041,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,5,0.057,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,2.7,0.061,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,4,0.062,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,2.4,0.071,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,3,0.076,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,4,0.088,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,2,0.151,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,3,0.191,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.031,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,3,0.036,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,2,0.037,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Salvelinus fontinalis,NA,A,LC50,4,0.065,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Salvelinus fontinalis,NA,A,LC50,4,0.084,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,2,0.124,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Bosmina longirostris,NA,A,EC50,2,3.16e-4,mg/L,EnviroTox DB,Immobility
115093,Methylmercury chloride,INVERT,Diacyclops thomasi,NA,A,EC50,4,3.16e-4,mg/L,EnviroTox DB,Immobility
115093,Methylmercury chloride,INVERT,Bosmina longirostris,NA,A,EC50,4,1e-4,mg/L,EnviroTox DB,Intoxication
115093,Methylmercury chloride,FISH,Labeo rohita,NA,A,LC50,4,0.054,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Labeo rohita,NA,A,LC50,2,0.07,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Gambusia affinis,NA,A,LC50,4,0.07,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Gambusia affinis,NA,A,LC50,2,0.096,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,2,0.008,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,4,0.008,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,1,0.016,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Palaemonetes vulgaris,NA,A,LC50,4,0.125,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,4,0.0895,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,4,0.0716,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,2,0.0754,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Danio rerio,NA,A,LC50,5.8,0.0412,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Danio rerio,NA,A,LC50,2.8,0.0816,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Carassius auratus,NA,A,LC50,4,0.08,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Fundulus heteroclitus,NA,A,LC50,4,0.05,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,2,0.3,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,2,0.46,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,2,0.42,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Pimephales promelas,NA,A,LC50,2,0.067,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.015,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,2,0.018,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,1,0.02,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,0.025,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,0.03,mg/L,EnviroTox DB,Mortality
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,4,0.024,mg/L,EnviroTox DB,Mortality
