x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared
Caenorhabditis elegans:EC10:2:Growth,FISH:LC50:4:Mortality,17,1.98673222655952,-1.81269504601271,3.70078941850087,1.07695256555006,0.752776840029007
Caenorhabditis elegans:EC10:2:Growth,INVERT:LC50:2:Mortality,16,2.44509944995713,-2.78118521686767,3.88080446666987,1.69263986887896,0.764797413336009
Caenorhabditis elegans:EC10:2:Growth,RAT_TEST:LD50:NA:Mortality,16,3.58019338753796,-1.40718554628044,7.60541648338993,6.56812546636042,0.331365568677185
Caenorhabditis elegans:EC10:2:Growth,INVERT:LC50:1:Mortality,15,2.25361263003852,-2.40762882452568,2.00366723477794,0.811988803258151,0.891538310183736
Caenorhabditis elegans:EC10:2:Growth,INVERT:EC50:2:Intoxication,15,3.60188514626346,-4.39449945449981,3.93710242063657,3.66769348559143,0.809944324283936
Caenorhabditis elegans:EC10:2:Growth,FISH:LC50:2:Mortality,15,1.53926761481359,-0.91331667858178,2.97434134716202,0.668105434785553,0.715932335989682
Caenorhabditis elegans:EC10:2:Growth,FISH:LC50:3:Mortality,14,2.1825183779231,-1.65019988941688,3.2612727457876,1.34256965842578,0.758949842792285
Caenorhabditis elegans:EC10:2:Growth,INVERT:EC50:2:Immobility,14,4.05035964813779,-4.87282786194097,4.97429782774451,6.18426496185947,0.747449921751744
Caenorhabditis elegans:EC10:2:Growth,INVERT:LC50:4:Mortality,14,2.00249076482533,-2.15815804465542,3.48176812711694,1.24596794989162,0.728474464096153
Caenorhabditis elegans:EC10:2:Growth,INVERT:EC50:2:Mortality,13,3.81660872257731,-4.84545990684436,3.21228597669702,3.84646588727477,0.824528307556455
Caenorhabditis elegans:EC10:2:Growth,RAT_EMPIRICAL:LD50:NA:Mortality,13,19.086049792285,-17.4180153250801,5.86557551169401,164.812428180489,0.343621689144337
Caenorhabditis elegans:EC10:2:Growth,ZF_EMBRYO2:LC50:NA:Mortality,12,2.4558597694505,-1.77803945121618,3.48668219052163,2.04297703454318,0.759801780302588
Caenorhabditis elegans:EC50:2:Growth,FISH:LC50:4:Mortality,12,2.98357549884111,-4.48771484178507,2.66498204064473,2.19899277663398,0.54572876357317
