Chemical name
Alumina
Aluminium element (ECOTOX)
Aluminum chloride;Aluminium trichloride
Silver chloride;Silver(1+) chloride
Silver element (ECOTOX)
Silver iodide (AgI);Silver(1+) iodide
Silver nitrate;Silver(1+) nitrate
Silver sulfate;Disilver(1+) sulfate
Sodium aluminate;Sodium dioxoalumanuide
Sodium arsenate
Sodium arsenite
Sodium dichromate(VI) dihydrate;Sodium mu-oxido(hexaoxido)dichromate(4-)--water (2/1/2)
Sodium molybdate(VI);Disodium tetraoxidomolybdate(2-)
Sodium orthovanadate;Trisodium tetraoxidovanadate(3-)
Sodium selenate;Disodium selenate
Sodium selenite;Disodium selenite
Sodium tungstate;Disodium tetraoxidowolframate(2-)
Sodium vanadate;Sodium trioxidovanadate(1-)
"Sulfuric acid, Aluminum ammonium salt (2:1:1); Ammonium aluminum sulfate"
"Sulfuric acid, chromium(3+) potassium salt (2:1:1);Chromium(3+) potassium sulfate (1:1:2)"
"Sulfuric acid, chromium(3+) salt (3:2);Chromium(3+) sulfate (2:3)"
"Sulfuric acid, lead(2+) salt (1:1);Lead(2+) sulfate"
"Sulfuric acid, titanium(3+) salt (3:2);Titanium(3+) sulfate (2:3)"
Thallium acetate;Thallium(1+) acetate
Thallium chloride;Thallium(1+) chloride
Thallium element (ECOTOX)
Thallium nitrate;Thallium(1+) nitrate
Thallium trichloride
Thallium(I) sulfate;Dithallium(1+) sulfate
Titanium dioxide;Bis(oxido)titanium
Titanium(III) chloride;Titanium(3+) trichloride
Trisodium arsenate;Trisodium arsorate
Trisodium arsenite;Trisodium arsorite
Trizinc phosphate;Zinc phosphate (3/2)
Vanadium element (ECOTOX)
Vanadium pentoxide;mu-Oxido[tetrakis(oxido)]divanadium
Vanadyl sulfate;(Oxido)vanadium(2+) sulfate
Zinc acetate;Zinc diacetate
Zinc bromide;Zinc dibromide
Zinc chloride;Zinc dichloride
Zinc element (ECOTOX)
Zinc lactate
Zinc oxide;Zinc oxide
Zinc sulfate heptahydrate;Zinc sulfate--water (1/1/7)
Zinc sulfate;Zinc sulfate
Zinc sulfide;Zinc sulfide
