cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,endpoint,source
1897456,Chlorothalonil,FISH,Pimephales promelas,NA,C,NOEC,7,0.0125,mg/L,"Mortality, Mortality",EnviroTox DB
1897456,Chlorothalonil,FISH,Pimephales promelas,NA,C,NOEC,7,0.0175,mg/L,"Growth, Growth, general",EnviroTox DB
1897456,Chlorothalonil,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,0.1,mg/L,"Reproduction, Reproduction, general",EnviroTox DB
1897456,Chlorothalonil,ALGAE,Nitzschia pungens,NA,C,NOEC,4,0.026715,mg/L,"Population, Population growth rate",EnviroTox DB
1897456,Chlorothalonil,FISH,Oncorhynchus nerka,NA,C,NOEC,NA,0.0025,mg/L,"Growth, Length",EnviroTox DB
1897456,Chlorothalonil,FISH,Oncorhynchus nerka,NA,C,NOEC,NA,0.0025,mg/L,"Growth, Weight",EnviroTox DB
1897456,Chlorothalonil,ALGAE,Skeletonema costatum,NA,C,NOEC,3,5.6e-4,mg/L,"Population, Population growth rate",EnviroTox DB
2921882,Chlorpyrifos,INVERT,Belostoma sp,NA,A,LC50,4,0.015,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Hydrophilus triangularis,NA,A,LC50,1,0.02,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Thermonectus basillaris,NA,A,LC50,1,0.006,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Tropisternus lateralis,NA,A,LC50,1,0.008,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Culex tarsalis,NA,A,LC50,1,0.002,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Anopheles freeborni,NA,A,LC50,1,0.003,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Laccophilus decipiens,NA,A,LC50,1,0.0046,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Berosus styliferus,NA,A,LC50,3,0.009,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Hygrotus sp,NA,A,LC50,1,0.04,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,4,0.19,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Culex quinquefasciatus,NA,A,LC50,1,0.0041,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Glyptotendipes paripes,NA,A,LC50,2,0.012,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus decorus,NA,A,LC50,1,0.045,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus crassicaudatus,NA,A,LC50,1,0.052,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Goeldichironomus holoprasinus,NA,A,LC50,1,0.38,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Tanytarsus sp,NA,A,LC50,1,0.6,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus salinarius,NA,A,LC50,2,9.9e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Aedes albopictus,NA,A,LC50,1,0.0033,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus sp,NA,A,LC50,2,6e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Tanytarsus sp,NA,A,LC50,1,7.2e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Cricotopus sp,NA,A,LC50,1,0.13,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Cricotopus sp,NA,A,LC50,1,0.0065,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus decorus,NA,A,LC50,1,0.007,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Procladius sp,NA,A,LC50,1,5e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus utahensis,NA,A,LC50,1,0.0012,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Dicrotendipes californicus,NA,A,LC50,1,0.007,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus decorus,NA,A,LC50,1,0.0015,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Cricotopus sp,NA,A,LC50,1,0.09,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Channa punctata,NA,A,LC50,4,0.812,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,C,NOEC,90,0.005,mg/L,Reproduction,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,C,NOEC,90,0.005,mg/L,Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,C,NOEC,90,0.02,mg/L,Development,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Hyalella azteca,NA,A,LC50,4,4e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Chironomus tentans,NA,A,LC50,2,4.7e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,3.24e-5,mg/L,Intoxication,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LD70,2,0.0268,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LD30,2,0.0104,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LD50,2,0.0167,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,3,1.07e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,1.17e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,1.01e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,6.3e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,6.4e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,6.6e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,3,6.8e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,8.6e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,5.8e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,3,5.8e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,3,7.8e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,7.9e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,9.4e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,1,9.5e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Tilapia sp,NA,C,NOEC,7,0.08,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Tilapia sp,NA,A,LC50,2,1.77,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Tilapia sp,NA,A,LC50,7,0.408,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,LC50,1,4.49e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,EC50,2,0.2,mg/L,Intoxication,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Culex quinquefasciatus,NA,A,LC50,1,0.00222,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,2,0.15,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia peninsulae,NA,A,LC50,4,4e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia menidia,NA,A,LC50,4,5e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Leuresthes tenuis,NA,A,LC50,4,9e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Isochrysis galbana,NA,A,EC50,4,0.138,mg/L,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Thalassiosira pseudonana,NA,A,EC50,4,0.148,mg/L,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Skeletonema costatum,NA,A,EC50,4,0.255,mg/L,Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinodon variegatus,NA,A,LC50,4,0.27,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEL,64,0.032,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEL,15,5.1e-4,mg/L,Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis cyanellus,NA,C,NOEL,17,5.1e-4,mg/L,Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,LC50,2,0.00724,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Hydra sp,NA,C,NOEL,350,0.032,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,1,4e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,EC50,1,1.4e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,2.5e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,EC50,2,8e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia carinata,NA,A,LC50,2,3e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia carinata,NA,A,LC50,2,2.4e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Chlorella pyrenoidosa,NA,C,NOEL,5,0.01,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Chlamydomonas reinhardtii,NA,C,NOEL,7,0.1,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Oscillatoria sp,NA,C,NOEL,7,0.1,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oryzias latipes,NA,A,LC50,2,0.3,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,LC50,4,0.03,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Ictalurus punctatus,NA,A,LC50,4,0.16,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,4,0.28,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Procambarus acutus,NA,A,LC50,4,0.002,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Procambarus clarkii,NA,A,LC50,4,0.021,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEL,7,0.2,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,LC50,7,0.55,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,LC50,7,0.568,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Anopheles stephensi,NA,A,LC50,2,2e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia beryllina,NA,A,LC50,4,0.0042,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia peninsulae,NA,A,LC50,4,0.0013,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus tshawytscha,NA,C,NOEL,25,0.005,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,4,1.018,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,2,1.02,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Culex pipiens,NA,A,LC50,1,5.4e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Brachionus calyciflorus,NA,C,NOEC,42,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia cornuta,NA,C,NOEC,42,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Moina micrura,NA,C,NOEC,7,1e-4,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia cornuta,NA,C,NOEC,7,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Filinia longiseta,NA,C,NOEC,35,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Lepadella patella,NA,C,NOEC,14,3.5e-5,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,FISH,Ictalurus punctatus,NA,A,LC50,4,2.077,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Ictalurus punctatus,NA,A,LC50,4,2.08,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis cyanellus,NA,A,LC50,4,0.04,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,4,0.26,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis cyanellus,NA,A,LC50,3,0.04,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis cyanellus,NA,A,LC50,2,0.05,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,3,0.26,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,LC50,2,0.44,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,4,0.008,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Poecilia reticulata,NA,C,NOEL,14,5e-4,mg/L,Development,EnviroTox DB
2921882,Chlorpyrifos,FISH,Poecilia reticulata,NA,C,NOEL,14,5e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Poecilia reticulata,NA,A,LC50,4,0.00717,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,2e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,C,NOEC,7,2e-5,mg/L,Reproduction,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,3.44e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,C,NOEC,14,1.24e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,3.25e-4,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,C,NOEC,14,7.3e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,A,LC50,2,0.0272,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,A,LC50,3,0.0272,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,3,0.0013,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,2,0.0014,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,3,0.0027,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,A,LC50,2,0.0288,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,2,0.0028,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oreochromis mossambicus,NA,A,LC50,3,0.0263,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.003,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Notemigonus crysoleucas,NA,A,EC50,4,0.035,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis cyanellus,NA,A,EC50,4,0.0225,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Gambusia affinis,NA,A,EC50,4,0.215,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.108,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.038,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.0013,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,0.0017,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,EC50,4,0.203,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus mykiss,NA,A,EC50,4,0.008,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Pteronarcys californica,NA,A,EC50,4,0.01,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Salvelinus namaycush,NA,A,EC50,4,0.073,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.0017,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus clarkii,NA,A,EC50,4,0.0054,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus mykiss,NA,A,EC50,4,0.0071,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Ictalurus punctatus,NA,A,EC50,4,0.28,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Gammarus lacustris,NA,A,EC50,2,1.1e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Claassenia sabulosa,NA,A,EC50,4,5.7e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Fundulus similis,NA,A,EC50,4,0.0032,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia beryllina,NA,A,EC50,4,0.0042,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Mugil cephalus,NA,A,EC50,4,0.0054,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Opsanus beta,NA,A,EC50,4,0.068,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinodon variegatus,NA,A,EC50,4,0.14,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Thalassiosira sp,NA,A,EC50,4,0.15,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Skeletonema costatum,NA,A,EC50,4,0.3,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia peninsulae,NA,A,EC50,4,4.2e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia menidia,NA,A,EC50,4,5.1e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Leuresthes tenuis,NA,A,EC50,4,0.001,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia peninsulae,NA,A,EC50,4,0.0013,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia menidia,NA,A,EC50,4,0.0017,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Fundulus grandis,NA,A,EC50,4,0.0018,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Leiostomus xanthurus,NA,A,EC50,4,0.007,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinodon variegatus,NA,A,EC50,4,0.27,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Americamysis bahia,NA,A,EC50,4,3.5e-5,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Penaeus aztecus,NA,A,EC50,2,2e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Palaemonetes pugio,NA,A,EC50,4,0.0015,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Penaeus duorarum,NA,A,EC50,4,0.0024,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,A,EC50,2,1e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus mykiss,NA,A,EC50,4,0.027,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Lepomis macrochirus,NA,A,EC50,4,0.0058,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Americamysis bahia,NA,A,EC50,4,4.5e-5,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Americamysis bahia,NA,C,NOEC,28,4.6e-6,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEC,34,5.68e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEC,35,1.2e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,EC50,4,0.12,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,A,EC50,4,0.14,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEC,35,0.0016,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEC,32,0.0022,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia menidia,NA,C,NOEC,28,2.8e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia peninsulae,NA,A,NOEC,28,3.8e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Menidia beryllina,NA,C,NOEC,32,7.5e-4,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Pimephales promelas,NA,C,NOEC,32,0.00129,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Daphnia magna,NA,C,NOEC,21,4e-5,mg/L,Mortality/Growth,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Nostoc muscorum,NA,C,NOEC,3,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Nostoc muscorum,NA,C,NOEC,3,1,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis sp,NA,C,NOEC,35,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Scenedesmus quadricauda,NA,C,NOEC,35,0.001,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,NOEC,6,0.27,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,NOEC,4,0.589,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC10,4,0.919,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,NOEC,3,0.999,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,NOEC,2,1.15,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC20,4,1.43,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC10,3,1.49,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC10,2,1.77,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC20,3,2.22,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,C,EC20,2,2.73,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,A,EC50,4,5.4,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,A,EC50,3,7.41,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,ALGAE,Microcystis wesenbergii,NA,A,EC50,2,9.97,mg/L,Population,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus tshawytscha,NA,C,NOEL,60,0.0037,mg/L,Growth,EnviroTox DB
2921882,Chlorpyrifos,FISH,Oncorhynchus tshawytscha,NA,C,NOEL,60,0.0037,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Culex quinquefasciatus,NA,A,LC50,1,0.0028,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,INVERT,Ceriodaphnia dubia,NA,A,LC50,2,5e-5,mg/L,Mortality,EnviroTox DB
2921882,Chlorpyrifos,FISH,Cyprinus carpio,NA,A,LC50,2,0.059,mg/L,Mortality,EnviroTox DB
