CAS,Chem.Name,Latin.name,Effect.value,Standard.Error,Test_statistic,Strain,Test.type,Duration.h,Group
126987,NA,Rodent,64,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,4461,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,4233,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,4040,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,3884,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,3883,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,3830,NA,LD50,NA,NA,NA,RAT
12612509,NA,Rodent,2689,NA,LD50,NA,NA,NA,RAT
126637705,NA,Rodent,1571,NA,LD50,NA,NA,NA,RAT
126637705,NA,Rodent,1406,NA,LD50,NA,NA,NA,RAT
126637705,NA,Rodent,1228,NA,LD50,NA,NA,NA,RAT
127093,NA,Rodent,3530,NA,LD50,NA,NA,NA,RAT
127093,NA,Rodent,3500,NA,LD50,NA,NA,NA,RAT
127093,NA,Rodent,3160,NA,LD50,NA,NA,NA,RAT
127093,NA,Rodent,2700,NA,LD50,NA,NA,NA,RAT
127093,NA,Rodent,1943,NA,LD50,NA,NA,NA,RAT
127184,NA,Rodent,3835,NA,LD50,NA,NA,NA,RAT
127184,NA,Rodent,3005,NA,LD50,NA,NA,NA,RAT
127184,NA,Rodent,2629,NA,LD50,NA,NA,NA,RAT
127195,NA,Rodent,5809,NA,LD50,NA,NA,NA,RAT
127195,NA,Rodent,4390,NA,LD50,NA,NA,NA,RAT
127195,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
127399,NA,Rodent,6160,NA,LD50,NA,NA,NA,RAT
127399,NA,Rodent,2772,NA,LD50,NA,NA,NA,RAT
127413,NA,Rodent,4590,NA,LD50,NA,NA,NA,RAT
127413,NA,Rodent,3290,NA,LD50,NA,NA,NA,RAT
127913,NA,Rodent,4700,NA,LD50,NA,NA,NA,RAT
12738646,NA,Rodent,2742,NA,LD50,NA,NA,NA,RAT
12738646,NA,Rodent,2360,NA,LD50,NA,NA,NA,RAT
12788931,NA,Rodent,5300,NA,LD50,NA,NA,NA,RAT
12788931,NA,Rodent,2474,NA,LD50,NA,NA,NA,RAT
128030,NA,Rodent,2196,NA,LD50,NA,NA,NA,RAT
128030,NA,Rodent,2030,NA,LD50,NA,NA,NA,RAT
128030,NA,Rodent,1867,NA,LD50,NA,NA,NA,RAT
128096,NA,Rodent,1529,NA,LD50,NA,NA,NA,RAT
128096,NA,Rodent,1212,NA,LD50,NA,NA,NA,RAT
128096,NA,Rodent,952,NA,LD50,NA,NA,NA,RAT
128370,NA,Rodent,890,NA,LD50,NA,NA,NA,RAT
128449,NA,Rodent,9140,NA,LD50,NA,NA,NA,RAT
128449,NA,Rodent,8820,NA,LD50,NA,NA,NA,RAT
128639021,NA,Rodent,5143,NA,LD50,NA,NA,NA,RAT
129909906,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
129909906,NA,Rodent,1015,NA,LD50,NA,NA,NA,RAT
130154,NA,Rodent,190,NA,LD50,NA,NA,NA,RAT
130154,NA,Rodent,124,NA,LD50,NA,NA,NA,RAT
130610,NA,Rodent,1200,NA,LD50,NA,NA,NA,RAT
130610,NA,Rodent,1060,NA,LD50,NA,NA,NA,RAT
130610,NA,Rodent,995,NA,LD50,NA,NA,NA,RAT
13014181,NA,Rodent,1700,NA,LD50,NA,NA,NA,RAT
13014181,NA,Rodent,1320,NA,LD50,NA,NA,NA,RAT
13014249,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
13014249,NA,Rodent,1424,NA,LD50,NA,NA,NA,RAT
130169561,NA,Rodent,2820,NA,LD50,NA,NA,NA,RAT
130169561,NA,Rodent,1388,NA,LD50,NA,NA,NA,RAT
130169561,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
130169561,NA,Rodent,1240,NA,LD50,NA,NA,NA,RAT
1303862,NA,Rodent,4080,NA,LD50,NA,NA,NA,RAT
1303862,NA,Rodent,3450,NA,LD50,NA,NA,NA,RAT
1303862,NA,Rodent,3160,NA,LD50,NA,NA,NA,RAT
1303862,NA,Rodent,2660,NA,LD50,NA,NA,NA,RAT
1303964,NA,Rodent,5660,NA,LD50,NA,NA,NA,RAT
1303964,NA,Rodent,4980,NA,LD50,NA,NA,NA,RAT
1303964,NA,Rodent,4550,NA,LD50,NA,NA,NA,RAT
1303964,NA,Rodent,2660,NA,LD50,NA,NA,NA,RAT
13047137,NA,Rodent,1400,NA,LD50,NA,NA,NA,RAT
13047137,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
13047137,NA,Rodent,1200,NA,LD50,NA,NA,NA,RAT
1305620,NA,Rodent,7340,NA,LD50,NA,NA,NA,RAT
1305620,NA,Rodent,7300,NA,LD50,NA,NA,NA,RAT
1307966,NA,Rodent,202,NA,LD50,NA,NA,NA,RAT
1307966,NA,Rodent,159,NA,LD50,NA,NA,NA,RAT
13071799,NA,Rodent,9,NA,LD50,NA,NA,NA,RAT
13071799,NA,Rodent,2,NA,LD50,NA,NA,NA,RAT
13071799,NA,Rodent,1.6,NA,LD50,NA,NA,NA,RAT
13076170,NA,Rodent,4936,NA,LD50,NA,NA,NA,RAT
13076170,NA,Rodent,3543,NA,LD50,NA,NA,NA,RAT
13080869,NA,Rodent,406,NA,LD50,NA,NA,NA,RAT
13080869,NA,Rodent,308,NA,LD50,NA,NA,NA,RAT
1309484,NA,Rodent,3990,NA,LD50,NA,NA,NA,RAT
1309484,NA,Rodent,3870,NA,LD50,NA,NA,NA,RAT
131113,NA,Rodent,6800,NA,LD50,NA,NA,NA,RAT
131113,NA,Rodent,2860,NA,LD50,NA,NA,NA,RAT
131179,NA,Rodent,970,NA,LD50,NA,NA,NA,RAT
131179,NA,Rodent,896,NA,LD50,NA,NA,NA,RAT
131179,NA,Rodent,891,NA,LD50,NA,NA,NA,RAT
131179,NA,Rodent,770,NA,LD50,NA,NA,NA,RAT
131179,NA,Rodent,656,NA,LD50,NA,NA,NA,RAT
1310538,NA,Rodent,3700,NA,LD50,NA,NA,NA,RAT
1310538,NA,Rodent,1250,NA,LD50,NA,NA,NA,RAT
1310583,NA,Rodent,1230,NA,LD50,NA,NA,NA,RAT
1310583,NA,Rodent,388,NA,LD50,NA,NA,NA,RAT
1310583,NA,Rodent,363,NA,LD50,NA,NA,NA,RAT
1310583,NA,Rodent,333,NA,LD50,NA,NA,NA,RAT
1310583,NA,Rodent,273,NA,LD50,NA,NA,NA,RAT
13121705,NA,Rodent,190,NA,LD50,NA,NA,NA,RAT
13121705,NA,Rodent,180,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,4461,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,4233,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,4040,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,3884,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,3883,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,3830,NA,LD50,NA,NA,NA,RAT
1313275,NA,Rodent,2689,NA,LD50,NA,NA,NA,RAT
1313822,NA,Rodent,1122,NA,LD50,NA,NA,NA,RAT
1313822,NA,Rodent,264,NA,LD50,NA,NA,NA,RAT
1313822,NA,Rodent,254,NA,LD50,NA,NA,NA,RAT
1313822,NA,Rodent,227,NA,LD50,NA,NA,NA,RAT
1313822,NA,Rodent,208,NA,LD50,NA,NA,NA,RAT
1313991,NA,Rodent,9990,NA,LD50,NA,NA,NA,RAT
1313991,NA,Rodent,8796,NA,LD50,NA,NA,NA,RAT
1314347,NA,Rodent,8713,NA,LD50,NA,NA,NA,RAT
1314347,NA,Rodent,5639,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,716,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,658,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,474,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,474,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,467,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,467,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,314,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,314,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,221,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,221,NA,LD50,NA,NA,NA,RAT
1314621,NA,Rodent,10,NA,LD50,NA,NA,NA,RAT
1314803,NA,Rodent,791,NA,LD50,NA,NA,NA,RAT
1314803,NA,Rodent,389,NA,LD50,NA,NA,NA,RAT
13162055,NA,Rodent,1230,NA,LD50,NA,NA,NA,RAT
13162055,NA,Rodent,1150,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,4461,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,4233,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,4040,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,3884,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,3883,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,3830,NA,LD50,NA,NA,NA,RAT
1317335,NA,Rodent,2689,NA,LD50,NA,NA,NA,RAT
1317391,NA,Rodent,1625,NA,LD50,NA,NA,NA,RAT
1317391,NA,Rodent,1340,NA,LD50,NA,NA,NA,RAT
1317391,NA,Rodent,470,NA,LD50,NA,NA,NA,RAT
13171216,NA,Rodent,17,NA,LD50,NA,NA,NA,RAT
13171216,NA,Rodent,8,NA,LD50,NA,NA,NA,RAT
131766739,NA,Rodent,4700,NA,LD50,NA,NA,NA,RAT
131766739,NA,Rodent,4500,NA,LD50,NA,NA,NA,RAT
131766739,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
13194484,NA,Rodent,216,NA,LD50,NA,NA,NA,RAT
13194484,NA,Rodent,61,NA,LD50,NA,NA,NA,RAT
13194484,NA,Rodent,34,NA,LD50,NA,NA,NA,RAT
13194484,NA,Rodent,33,NA,LD50,NA,NA,NA,RAT
132274,NA,Rodent,1720,NA,LD50,NA,NA,NA,RAT
132274,NA,Rodent,846,NA,LD50,NA,NA,NA,RAT
132274,NA,Rodent,591,NA,LD50,NA,NA,NA,RAT
1321740,NA,Rodent,4640,NA,LD50,NA,NA,NA,RAT
1321740,NA,Rodent,4100,NA,LD50,NA,NA,NA,RAT
13215888,NA,Rodent,1260,NA,LD50,NA,NA,NA,RAT
13215888,NA,Rodent,1203,NA,LD50,NA,NA,NA,RAT
13215888,NA,Rodent,1097,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,385,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,214,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,145,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,140,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,138,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,100,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,75,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,33,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,24,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,20,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,15,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,15,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,15,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,13,NA,LD50,NA,NA,NA,RAT
1327533,NA,Rodent,8,NA,LD50,NA,NA,NA,RAT
13292461,NA,Rodent,3000,NA,LD50,NA,NA,NA,RAT
13292461,NA,Rodent,1720,NA,LD50,NA,NA,NA,RAT
13292461,NA,Rodent,1570,NA,LD50,NA,NA,NA,RAT
13292461,NA,Rodent,900,NA,LD50,NA,NA,NA,RAT
132961058,NA,Rodent,113,NA,LD50,NA,NA,NA,RAT
132961058,NA,Rodent,86,NA,LD50,NA,NA,NA,RAT
132961058,NA,Rodent,65,NA,LD50,NA,NA,NA,RAT
133062,NA,Rodent,9000,NA,LD50,NA,NA,NA,RAT
133073,NA,Rodent,7540,NA,LD50,NA,NA,NA,RAT
133073,NA,Rodent,2636,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,8620,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,8314,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,6692,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,5793,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,4300,NA,LD50,NA,NA,NA,RAT
1330207,NA,Rodent,1537,NA,LD50,NA,NA,NA,RAT
1330434,NA,Rodent,5560,NA,LD50,NA,NA,NA,RAT
1330434,NA,Rodent,3401,NA,LD50,NA,NA,NA,RAT
1330434,NA,Rodent,3305,NA,LD50,NA,NA,NA,RAT
1330434,NA,Rodent,3225,NA,LD50,NA,NA,NA,RAT
1330434,NA,Rodent,2660,NA,LD50,NA,NA,NA,RAT
1330785,NA,Rodent,5190,NA,LD50,NA,NA,NA,RAT
1330785,NA,Rodent,3000,NA,LD50,NA,NA,NA,RAT
1331619,NA,Rodent,2680,NA,LD50,NA,NA,NA,RAT
1331619,NA,Rodent,1080,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,2006,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1862,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1854,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1796,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1440,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1398,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1200,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,1083,NA,LD50,NA,NA,NA,RAT
1332656,NA,Rodent,950,NA,LD50,NA,NA,NA,RAT
1332770,NA,Rodent,5560,NA,LD50,NA,NA,NA,RAT
1332770,NA,Rodent,3401,NA,LD50,NA,NA,NA,RAT
1332770,NA,Rodent,3305,NA,LD50,NA,NA,NA,RAT
1332770,NA,Rodent,3225,NA,LD50,NA,NA,NA,RAT
1333079,NA,Rodent,2400,NA,LD50,NA,NA,NA,RAT
1333079,NA,Rodent,1790,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,168,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,130,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,124,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,90,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,86,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,80,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,67,NA,LD50,NA,NA,NA,RAT
1333820,NA,Rodent,52,NA,LD50,NA,NA,NA,RAT
13351616,NA,Rodent,2240,NA,LD50,NA,NA,NA,RAT
13351616,NA,Rodent,1970,NA,LD50,NA,NA,NA,RAT
13351616,NA,Rodent,1730,NA,LD50,NA,NA,NA,RAT
13356086,NA,Rodent,2631,NA,LD50,NA,NA,NA,RAT
13356086,NA,Rodent,2630,NA,LD50,NA,NA,NA,RAT
13360571,NA,Rodent,1695,NA,LD50,NA,NA,NA,RAT
13360571,NA,Rodent,1215,NA,LD50,NA,NA,NA,RAT
13360639,NA,Rodent,390,NA,LD50,NA,NA,NA,RAT
13360639,NA,Rodent,310,NA,LD50,NA,NA,NA,RAT
1338234,NA,Rodent,1017,NA,LD50,NA,NA,NA,RAT
1338234,NA,Rodent,484,NA,LD50,NA,NA,NA,RAT
1338245,NA,Rodent,6420,NA,LD50,NA,NA,NA,RAT
1338245,NA,Rodent,3000,NA,LD50,NA,NA,NA,RAT
134327,NA,Rodent,779,NA,LD50,NA,NA,NA,RAT
134327,NA,Rodent,680,NA,LD50,NA,NA,NA,RAT
134714,NA,Rodent,827,NA,LD50,NA,NA,NA,RAT
134714,NA,Rodent,527,NA,LD50,NA,NA,NA,RAT
134714,NA,Rodent,316,NA,LD50,NA,NA,NA,RAT
134725,NA,Rodent,404,NA,LD50,NA,NA,NA,RAT
134725,NA,Rodent,368,NA,LD50,NA,NA,NA,RAT
134725,NA,Rodent,189,NA,LD50,NA,NA,NA,RAT
134098616,NA,Rodent,480,NA,LD50,NA,NA,NA,RAT
134098616,NA,Rodent,245,NA,LD50,NA,NA,NA,RAT
13410010,NA,Rodent,5.98,NA,LD50,NA,NA,NA,RAT
13410010,NA,Rodent,1.6,NA,LD50,NA,NA,NA,RAT
13419675,NA,Rodent,1797,NA,LD50,NA,NA,NA,RAT
13419675,NA,Rodent,1518,NA,LD50,NA,NA,NA,RAT
1344087,NA,Rodent,130,NA,LD50,NA,NA,NA,RAT
1344087,NA,Rodent,128,NA,LD50,NA,NA,NA,RAT
1344087,NA,Rodent,93,NA,LD50,NA,NA,NA,RAT
1344087,NA,Rodent,86,NA,LD50,NA,NA,NA,RAT
1344087,NA,Rodent,82,NA,LD50,NA,NA,NA,RAT
1344098,NA,Rodent,5150,NA,LD50,NA,NA,NA,RAT
1344098,NA,Rodent,3400,NA,LD50,NA,NA,NA,RAT
13446496,NA,Rodent,4461,NA,LD50,NA,NA,NA,RAT
13446496,NA,Rodent,4233,NA,LD50,NA,NA,NA,RAT
13446496,NA,Rodent,4040,NA,LD50,NA,NA,NA,RAT
13446496,NA,Rodent,3884,NA,LD50,NA,NA,NA,RAT
13446496,NA,Rodent,3883,NA,LD50,NA,NA,NA,RAT
13454961,NA,Rodent,276,NA,LD50,NA,NA,NA,RAT
13454961,NA,Rodent,240,NA,LD50,NA,NA,NA,RAT
13457186,NA,Rodent,218,NA,LD50,NA,NA,NA,RAT
13457186,NA,Rodent,151,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,774,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,630,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,460,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,302,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,269,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,221,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,207,NA,LD50,NA,NA,NA,RAT
13463417,NA,Rodent,177,NA,LD50,NA,NA,NA,RAT
13472087,NA,Rodent,982,NA,LD50,NA,NA,NA,RAT
13472087,NA,Rodent,337,NA,LD50,NA,NA,NA,RAT
13472087,NA,Rodent,334,NA,LD50,NA,NA,NA,RAT
13472087,NA,Rodent,333,NA,LD50,NA,NA,NA,RAT
13472452,NA,Rodent,1539,NA,LD50,NA,NA,NA,RAT
13472452,NA,Rodent,1453,NA,LD50,NA,NA,NA,RAT
13472452,NA,Rodent,1373,NA,LD50,NA,NA,NA,RAT
13473900,NA,Rodent,3263,NA,LD50,NA,NA,NA,RAT
13473900,NA,Rodent,2063,NA,LD50,NA,NA,NA,RAT
13473900,NA,Rodent,261,NA,LD50,NA,NA,NA,RAT
13474254,NA,Rodent,4780,NA,LD50,NA,NA,NA,RAT
13474254,NA,Rodent,4660,NA,LD50,NA,NA,NA,RAT
13497182,NA,Rodent,6106,NA,LD50,NA,NA,NA,RAT
13497182,NA,Rodent,4580,NA,LD50,NA,NA,NA,RAT
13497182,NA,Rodent,3657,NA,LD50,NA,NA,NA,RAT
135193,NA,Rodent,1340,NA,LD50,NA,NA,NA,RAT
135193,NA,Rodent,1320,NA,LD50,NA,NA,NA,RAT
135193,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
135375,NA,Rodent,1600,NA,LD50,NA,NA,NA,RAT
135375,NA,Rodent,1300,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,3470,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,3450,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,694,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,690,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,423,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,399,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,383,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,323,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,318,NA,LD50,NA,NA,NA,RAT
13530568,NA,Rodent,314,NA,LD50,NA,NA,NA,RAT
13532940,NA,Rodent,5697,NA,LD50,NA,NA,NA,RAT
13532940,NA,Rodent,2996,NA,LD50,NA,NA,NA,RAT
13532940,NA,Rodent,1505,NA,LD50,NA,NA,NA,RAT
135410207,NA,Rodent,217,NA,LD50,NA,NA,NA,RAT
135410207,NA,Rodent,146,NA,LD50,NA,NA,NA,RAT
13548384,NA,Rodent,3250,NA,LD50,NA,NA,NA,RAT
13548384,NA,Rodent,1540,NA,LD50,NA,NA,NA,RAT
13548384,NA,Rodent,1410,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,716,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,658,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,474,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,467,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,314,NA,LD50,NA,NA,NA,RAT
13573132,NA,Rodent,221,NA,LD50,NA,NA,NA,RAT
13595250,NA,Rodent,7443,NA,LD50,NA,NA,NA,RAT
13595250,NA,Rodent,6095,NA,LD50,NA,NA,NA,RAT
13595250,NA,Rodent,5465,NA,LD50,NA,NA,NA,RAT
13597198,NA,Rodent,8713,NA,LD50,NA,NA,NA,RAT
13597198,NA,Rodent,5639,NA,LD50,NA,NA,NA,RAT
13598362,NA,Rodent,1895,NA,LD50,NA,NA,NA,RAT
13598362,NA,Rodent,1580,NA,LD50,NA,NA,NA,RAT
13598362,NA,Rodent,1560,NA,LD50,NA,NA,NA,RAT
136301,NA,Rodent,1430,NA,LD50,NA,NA,NA,RAT
136301,NA,Rodent,1330,NA,LD50,NA,NA,NA,RAT
136527,NA,Rodent,418,NA,LD50,NA,NA,NA,RAT
136527,NA,Rodent,190,NA,LD50,NA,NA,NA,RAT
136607,NA,Rodent,5140,NA,LD50,NA,NA,NA,RAT
136607,NA,Rodent,735,NA,LD50,NA,NA,NA,RAT
136787,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
136787,NA,Rodent,480,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,4200,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,2800,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,2710,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1824,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1750,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1548,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1546,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1500,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1419,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1310,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1260,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1150,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1101,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1017,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,1011,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,980,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,931,NA,LD50,NA,NA,NA,RAT
13674845,NA,Rodent,707,NA,LD50,NA,NA,NA,RAT
13674878,NA,Rodent,2359,NA,LD50,NA,NA,NA,RAT
13674878,NA,Rodent,1850,NA,LD50,NA,NA,NA,RAT
13680358,NA,Rodent,2026,NA,LD50,NA,NA,NA,RAT
13680358,NA,Rodent,1901,NA,LD50,NA,NA,NA,RAT
13680358,NA,Rodent,1736,NA,LD50,NA,NA,NA,RAT
13684565,NA,Rodent,9600,NA,LD50,NA,NA,NA,RAT
13684634,NA,Rodent,4000,NA,LD50,NA,NA,NA,RAT
137268,NA,Rodent,3700,NA,LD50,NA,NA,NA,RAT
137268,NA,Rodent,2600,NA,LD50,NA,NA,NA,RAT
137268,NA,Rodent,2500,NA,LD50,NA,NA,NA,RAT
137304,NA,Rodent,320,NA,LD50,NA,NA,NA,RAT
137304,NA,Rodent,267,NA,LD50,NA,NA,NA,RAT
137326,NA,Rodent,4172,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,1891,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,1700,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,845,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,820,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,780,NA,LD50,NA,NA,NA,RAT
137428,NA,Rodent,450,NA,LD50,NA,NA,NA,RAT
13701592,NA,Rodent,850,NA,LD50,NA,NA,NA,RAT
13701592,NA,Rodent,530,NA,LD50,NA,NA,NA,RAT
13718268,NA,Rodent,212,NA,LD50,NA,NA,NA,RAT
13718268,NA,Rodent,183,NA,LD50,NA,NA,NA,RAT
13718268,NA,Rodent,169,NA,LD50,NA,NA,NA,RAT
13718268,NA,Rodent,98,NA,LD50,NA,NA,NA,RAT
13752517,NA,Rodent,5200,NA,LD50,NA,NA,NA,RAT
13752517,NA,Rodent,5110,NA,LD50,NA,NA,NA,RAT
13768677,NA,Rodent,3100,NA,LD50,NA,NA,NA,RAT
13768677,NA,Rodent,1148,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,423,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,399,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,383,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,323,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,318,NA,LD50,NA,NA,NA,RAT
13769432,NA,Rodent,314,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,4461,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,4233,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,4040,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,3884,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,3883,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,3830,NA,LD50,NA,NA,NA,RAT
13769818,NA,Rodent,2689,NA,LD50,NA,NA,NA,RAT
138329,NA,Rodent,1410,NA,LD50,NA,NA,NA,RAT
138329,NA,Rodent,861,NA,LD50,NA,NA,NA,RAT
138329,NA,Rodent,699,NA,LD50,NA,NA,NA,RAT
138329,NA,Rodent,450,NA,LD50,NA,NA,NA,RAT
138261413,NA,Rodent,457,NA,LD50,NA,NA,NA,RAT
138261413,NA,Rodent,450,NA,LD50,NA,NA,NA,RAT
138261413,NA,Rodent,410,NA,LD50,NA,NA,NA,RAT
1384257924,NA,Rodent,3962,NA,LD50,NA,NA,NA,RAT
1384257924,NA,Rodent,3881,NA,LD50,NA,NA,NA,RAT
1384257924,NA,Rodent,3265,NA,LD50,NA,NA,NA,RAT
138624110,NA,Rodent,626,NA,LD50,NA,NA,NA,RAT
138624110,NA,Rodent,552,NA,LD50,NA,NA,NA,RAT
13870285,NA,Rodent,2507,NA,LD50,NA,NA,NA,RAT
13870285,NA,Rodent,1250,NA,LD50,NA,NA,NA,RAT
139082,NA,Rodent,511,NA,LD50,NA,NA,NA,RAT
139082,NA,Rodent,304,NA,LD50,NA,NA,NA,RAT
139082,NA,Rodent,281,NA,LD50,NA,NA,NA,RAT
